Season,League,League,G,RS,RA,OBP,SLG,BA,OOBP,OSLG,W,Playoffs
1996,CIN,NL,162,778,773,0.331,0.422,0.256,0.336,0.42,81,0
1996,CLE,AL,161,952,769,0.369,0.475,0.293,0.331,0.429,99,1
1996,COL,NL,162,961,964,0.355,0.472,0.287,0.362,0.464,83,0
1996,DET,AL,162,783,1103,0.323,0.42,0.256,0.384,0.491,53,0
1996,FLA,NL,162,688,703,0.329,0.393,0.257,0.334,0.376,80,0
1996,HOU,NL,162,753,792,0.336,0.397,0.262,0.342,0.42,82,0
1996,KCR,AL,161,746,786,0.332,0.398,0.267,0.335,0.438,75,0
1996,LAD,NL,162,703,652,0.316,0.384,0.252,0.317,0.366,90,1
1996,MIL,AL,162,894,899,0.353,0.441,0.279,0.354,0.459,80,0
1996,MIN,AL,162,877,900,0.357,0.425,0.288,0.346,0.471,78,0
1996,MON,NL,162,741,668,0.327,0.406,0.262,0.313,0.384,88,0
1996,NYM,NL,162,746,779,0.324,0.412,0.27,0.337,0.411,71,0
1996,NYY,AL,162,871,787,0.36,0.436,0.288,0.341,0.404,92,1
1996,OAK,AL,162,861,900,0.344,0.452,0.265,0.362,0.463,78,0
1996,PHI,NL,162,650,790,0.325,0.387,0.256,0.331,0.422,67,0
1996,PIT,NL,162,776,833,0.329,0.407,0.266,0.339,0.443,73,0
1996,SDP,NL,162,771,682,0.338,0.402,0.265,0.313,0.375,91,1
1996,SEA,AL,161,993,895,0.366,0.484,0.287,0.353,0.459,85,0
1996,SFG,NL,162,752,862,0.331,0.388,0.253,0.345,0.441,68,0
1996,STL,NL,162,759,706,0.33,0.407,0.267,0.319,0.397,88,1
1996,TEX,AL,163,928,799,0.358,0.469,0.284,0.347,0.43,90,1
1996,TOR,AL,162,766,809,0.331,0.42,0.259,0.34,0.427,74,0
1993,ATL,NL,162,767,559,0.331,0.408,0.262,0.303,0.349,104,1
1993,BAL,AL,162,786,745,0.346,0.413,0.267,0.333,0.407,85,0
1993,BOS,AL,162,686,698,0.33,0.395,0.264,0.322,0.384,80,0
1993,CAL,AL,162,684,770,0.331,0.38,0.26,0.339,0.408,71,0
1993,CHC,NL,163,738,739,0.325,0.414,0.27,0.332,0.421,84,0
1993,CHW,AL,162,776,664,0.338,0.411,0.265,0.328,0.372,94,1
1993,CIN,NL,162,722,785,0.324,0.396,0.264,0.336,0.42,73,0
1993,CLE,AL,162,790,813,0.335,0.409,0.275,0.351,0.434,76,0
1993,COL,NL,162,758,967,0.323,0.422,0.273,0.362,0.458,67,0
1993,DET,AL,162,899,837,0.362,0.434,0.275,0.342,0.436,85,0
1993,FLA,NL,162,581,724,0.314,0.346,0.248,0.334,0.395,64,0
1993,HOU,NL,162,716,630,0.33,0.409,0.267,0.313,0.366,85,0
1993,KCR,AL,162,675,694,0.32,0.397,0.263,0.327,0.376,84,0
1993,LAD,NL,162,675,662,0.321,0.383,0.261,0.324,0.361,81,0
1993,MIL,AL,162,733,792,0.328,0.378,0.258,0.336,0.422,69,0
1993,MIN,AL,162,693,830,0.327,0.385,0.264,0.344,0.438,71,0
1993,MON,NL,163,732,682,0.326,0.386,0.257,0.317,0.377,94,0
1993,NYM,NL,162,672,744,0.305,0.39,0.248,0.324,0.404,59,0
1993,NYY,AL,162,821,761,0.353,0.435,0.279,0.333,0.416,88,0
1993,OAK,AL,162,715,846,0.33,0.394,0.254,0.356,0.422,68,0
1993,PHI,NL,162,877,740,0.351,0.426,0.274,0.322,0.378,97,1
1993,PIT,NL,162,707,806,0.335,0.393,0.267,0.339,0.437,75,0
1993,SDP,NL,162,679,772,0.312,0.389,0.252,0.334,0.404,61,0
1993,SEA,AL,162,734,731,0.339,0.406,0.26,0.337,0.395,82,0
1993,SFG,NL,162,808,636,0.34,0.427,0.276,0.313,0.387,103,0
1993,STL,NL,162,758,744,0.341,0.395,0.272,0.324,0.422,87,0
1993,TEX,AL,162,835,751,0.329,0.431,0.267,0.337,0.405,86,0
1993,TOR,AL,162,847,742,0.35,0.436,0.279,0.336,0.388,95,1
1992,ATL,NL,162,682,569,0.316,0.388,0.254,0.305,0.345,98,1
1992,BAL,AL,162,705,656,0.34,0.398,0.259,0.322,0.38,89,0
1992,BOS,AL,162,599,669,0.321,0.347,0.246,0.323,0.371,73,0
1992,CAL,AL,162,579,671,0.301,0.338,0.243,0.331,0.382,72,0
1992,CHC,NL,162,593,624,0.307,0.364,0.254,0.32,0.366,78,0
1992,CHW,AL,162,738,690,0.336,0.383,0.261,0.323,0.371,86,0
1992,CIN,NL,162,660,609,0.328,0.382,0.26,0.312,0.375,90,0
1992,CLE,AL,162,674,746,0.323,0.383,0.266,0.336,0.407,76,0
1992,DET,AL,162,791,794,0.337,0.407,0.256,0.343,0.416,75,0
1992,HOU,NL,162,608,668,0.313,0.359,0.246,0.32,0.378,81,0
1992,KCR,AL,162,610,667,0.315,0.364,0.256,0.323,0.375,72,0
1992,LAD,NL,162,548,636,0.313,0.339,0.248,0.326,0.355,63,0
1992,MIL,AL,162,740,604,0.33,0.375,0.268,0.305,0.371,92,0
1992,MIN,AL,162,747,653,0.341,0.391,0.277,0.316,0.382,90,0
1992,MON,NL,162,648,581,0.313,0.37,0.252,0.309,0.343,87,0
1992,NYM,NL,162,599,653,0.31,0.342,0.235,0.318,0.379,72,0
1992,NYY,AL,162,733,746,0.328,0.406,0.261,0.338,0.394,76,0
1992,OAK,AL,162,745,672,0.346,0.386,0.258,0.332,0.382,96,1
1992,PHI,NL,162,686,717,0.32,0.377,0.253,0.326,0.384,70,0
1992,PIT,NL,162,693,595,0.324,0.381,0.255,0.312,0.369,96,1
1992,SDP,NL,162,617,636,0.313,0.386,0.255,0.315,0.371,82,0
1992,SEA,AL,162,679,799,0.323,0.402,0.263,0.348,0.4,64,0
1992,SFG,NL,162,574,647,0.302,0.355,0.244,0.318,0.382,72,0
1992,STL,NL,162,631,604,0.323,0.375,0.262,0.303,0.372,83,0
1992,TEX,AL,162,682,753,0.321,0.393,0.25,0.337,0.387,77,0
1992,TOR,AL,162,780,682,0.333,0.414,0.263,0.318,0.371,96,1
1991,ATL,NL,162,749,644,0.328,0.393,0.258,0.303,0.364,94,1
1991,BAL,AL,162,686,796,0.319,0.401,0.254,0.333,0.412,67,0
1991,BOS,AL,162,731,712,0.34,0.401,0.269,0.323,0.402,84,0
1991,CAL,AL,162,653,649,0.314,0.374,0.255,0.321,0.383,81,0
1991,CHC,NL,160,695,734,0.309,0.39,0.253,0.324,0.384,77,0
1991,CHW,AL,162,758,681,0.336,0.391,0.262,0.315,0.374,87,0
1991,CIN,NL,162,689,691,0.32,0.403,0.258,0.323,0.379,74,0
1991,CLE,AL,162,576,759,0.313,0.35,0.254,0.329,0.398,57,0
1991,DET,AL,162,817,794,0.333,0.416,0.247,0.348,0.422,84,0
1991,HOU,NL,162,605,717,0.309,0.347,0.244,0.328,0.374,65,0
1991,KCR,AL,162,727,722,0.328,0.394,0.264,0.327,0.38,82,0
1991,LAD,NL,162,665,565,0.326,0.359,0.253,0.306,0.341,93,0
1991,MIL,AL,162,799,744,0.336,0.396,0.271,0.332,0.398,83,0
1991,MIN,AL,162,776,652,0.344,0.42,0.28,0.317,0.392,95,1
1991,MON,NL,161,579,655,0.308,0.357,0.246,0.32,0.368,71,0
1991,NYM,NL,161,640,646,0.317,0.365,0.244,0.309,0.374,77,0
1991,NYY,AL,162,674,777,0.316,0.387,0.256,0.334,0.421,71,0
1991,OAK,AL,162,760,776,0.331,0.389,0.248,0.342,0.405,84,0
1991,PHI,NL,162,629,680,0.303,0.358,0.241,0.329,0.367,78,0
1991,PIT,NL,162,768,632,0.338,0.398,0.263,0.308,0.373,98,1
1991,SDP,NL,162,636,646,0.31,0.362,0.244,0.308,0.375,84,0
1991,SEA,AL,162,702,674,0.328,0.383,0.255,0.332,0.386,83,0
1991,SFG,NL,162,649,697,0.309,0.381,0.246,0.326,0.39,75,0
1991,STL,NL,162,651,648,0.322,0.357,0.255,0.315,0.381,84,0
1991,TEX,AL,162,829,814,0.341,0.424,0.27,0.341,0.402,85,0
1991,TOR,AL,162,684,622,0.322,0.4,0.257,0.307,0.352,91,1
1990,ATL,NL,162,682,821,0.311,0.396,0.25,0.343,0.403,65,0
1990,BAL,AL,161,669,698,0.33,0.37,0.245,0.328,0.409,76,0
1990,BOS,AL,162,699,664,0.344,0.395,0.272,0.327,0.37,88,1
1990,CAL,AL,162,690,706,0.329,0.391,0.26,0.334,0.379,80,0
1990,CHC,NL,162,690,774,0.314,0.392,0.263,0.34,0.402,77,0
1990,CHW,AL,162,682,633,0.32,0.379,0.258,0.316,0.358,94,0
1990,CIN,NL,162,693,597,0.325,0.399,0.265,0.316,0.369,91,1
1990,CLE,AL,162,732,737,0.324,0.391,0.267,0.334,0.417,77,0
1990,DET,AL,162,750,754,0.337,0.409,0.259,0.341,0.403,79,0
1990,HOU,NL,162,573,656,0.313,0.345,0.242,0.318,0.382,75,0
1990,KCR,AL,161,707,709,0.328,0.395,0.267,0.335,0.386,75,0
1990,LAD,NL,162,728,685,0.328,0.382,0.262,0.31,0.378,86,0
1990,MIL,AL,162,732,760,0.32,0.384,0.256,0.331,0.399,74,0
1990,MIN,AL,162,666,729,0.324,0.385,0.265,0.332,0.408,74,0
1990,MON,NL,162,662,598,0.322,0.37,0.25,0.311,0.366,85,0
1990,NYM,NL,162,775,613,0.323,0.408,0.256,0.304,0.365,91,0
1990,NYY,AL,162,603,749,0.3,0.366,0.241,0.336,0.405,67,0
1990,OAK,AL,162,733,570,0.336,0.391,0.254,0.302,0.362,103,1
1990,PHI,NL,162,646,729,0.327,0.363,0.255,0.334,0.384,77,0
1990,PIT,NL,162,733,619,0.33,0.405,0.259,0.305,0.381,95,1
1990,SDP,NL,162,673,673,0.32,0.38,0.257,0.32,0.39,75,0
1990,SEA,AL,162,640,680,0.333,0.373,0.259,0.321,0.359,77,0
1990,SFG,NL,162,719,710,0.323,0.396,0.262,0.333,0.394,85,0
1990,STL,NL,162,599,698,0.32,0.358,0.256,0.32,0.38,70,0
1990,TEX,AL,162,676,696,0.331,0.376,0.259,0.327,0.37,83,0
1990,TOR,AL,162,767,661,0.328,0.419,0.265,0.317,0.398,86,0
1989,ATL,NL,161,584,680,0.298,0.35,0.234,,,63,0
1989,BAL,AL,162,708,686,0.326,0.379,0.252,,,87,0
1989,BOS,AL,162,774,735,0.351,0.403,0.277,,,83,0
1989,CAL,AL,162,669,578,0.311,0.386,0.256,,,91,0
1989,CHC,NL,162,702,623,0.319,0.387,0.261,,,93,1
1989,CHW,AL,161,693,750,0.328,0.383,0.271,,,69,0
1989,CIN,NL,162,632,691,0.309,0.37,0.247,,,75,0
1989,CLE,AL,162,604,654,0.31,0.365,0.245,,,73,0
1989,DET,AL,162,617,816,0.318,0.351,0.242,,,59,0
1989,HOU,NL,162,647,669,0.306,0.345,0.239,,,86,0
1989,KCR,AL,162,690,635,0.329,0.373,0.261,,,92,0
1989,LAD,NL,160,554,536,0.306,0.339,0.24,,,77,0
1989,MIL,AL,162,707,679,0.318,0.382,0.259,,,81,0
1989,MIN,AL,162,740,738,0.334,0.402,0.276,,,80,0
1989,MON,NL,162,632,630,0.319,0.361,0.247,,,81,0
1989,NYM,NL,162,683,595,0.311,0.385,0.246,,,87,0
1989,NYY,AL,161,698,792,0.331,0.391,0.269,,,74,0
1989,OAK,AL,162,712,576,0.331,0.381,0.261,,,99,1
1989,PHI,NL,163,629,735,0.314,0.364,0.243,,,67,0
1989,PIT,NL,164,637,680,0.311,0.359,0.241,,,74,0
1989,SDP,NL,162,642,626,0.319,0.369,0.251,,,89,0
1989,SEA,AL,162,694,728,0.32,0.384,0.257,,,73,0
1989,SFG,NL,162,699,600,0.316,0.39,0.25,,,92,1
1989,STL,NL,164,632,608,0.321,0.363,0.258,,,86,0
1989,TEX,AL,162,695,714,0.326,0.394,0.263,,,83,0
1989,TOR,AL,162,731,651,0.323,0.398,0.26,,,89,1
1988,ATL,NL,160,555,741,0.298,0.348,0.242,,,54,0
1988,BAL,AL,161,550,789,0.305,0.359,0.238,,,54,0
1988,BOS,AL,162,813,689,0.357,0.42,0.283,,,89,1
1988,CAL,AL,162,714,771,0.321,0.385,0.261,,,75,0
1988,CHC,NL,163,660,694,0.31,0.383,0.261,,,77,0
1988,CHW,AL,161,631,757,0.303,0.37,0.244,,,71,0
1988,CIN,NL,161,641,596,0.309,0.368,0.246,,,87,0
1988,CLE,AL,162,666,731,0.314,0.387,0.261,,,78,0
1988,DET,AL,162,703,658,0.324,0.378,0.25,,,88,0
1988,HOU,NL,162,617,631,0.306,0.351,0.244,,,82,0
1988,KCR,AL,161,704,648,0.321,0.391,0.259,,,84,0
1988,LAD,NL,162,628,544,0.305,0.352,0.248,,,94,1
1988,MIL,AL,162,682,616,0.314,0.375,0.257,,,87,0
1988,MIN,AL,162,759,672,0.34,0.421,0.274,,,91,0
1988,MON,NL,163,628,592,0.309,0.373,0.251,,,81,0
1988,NYM,NL,160,703,532,0.325,0.396,0.256,,,100,1
1988,NYY,AL,161,772,748,0.333,0.395,0.263,,,85,0
1988,OAK,AL,162,800,620,0.336,0.399,0.263,,,104,1
1988,PHI,NL,162,597,734,0.306,0.355,0.239,,,65,0
1988,PIT,NL,160,651,616,0.317,0.369,0.247,,,85,0
1988,SDP,NL,161,594,583,0.31,0.351,0.247,,,83,0
1988,SEA,AL,161,664,744,0.317,0.398,0.257,,,68,0
1988,SFG,NL,162,670,626,0.318,0.368,0.248,,,83,0
1988,STL,NL,162,578,633,0.309,0.337,0.249,,,76,0
1988,TEX,AL,161,637,735,0.32,0.368,0.252,,,70,0
1988,TOR,AL,162,763,680,0.332,0.419,0.268,,,87,0
1987,ATL,NL,161,747,829,0.339,0.403,0.258,,,69,0
1987,BAL,AL,162,729,880,0.322,0.418,0.258,,,67,0
1987,BOS,AL,162,842,825,0.352,0.43,0.278,,,78,0
1987,CAL,AL,162,770,803,0.326,0.401,0.252,,,75,0
1987,CHC,NL,161,720,801,0.326,0.432,0.264,,,76,0
1987,CHW,AL,162,748,746,0.319,0.415,0.258,,,77,0
1987,CIN,NL,162,783,752,0.33,0.427,0.266,,,84,0
1987,CLE,AL,162,742,957,0.324,0.422,0.263,,,61,0
1987,DET,AL,162,896,735,0.349,0.451,0.272,,,98,1
1987,HOU,NL,162,648,678,0.318,0.373,0.253,,,76,0
1987,KCR,AL,162,715,691,0.328,0.412,0.262,,,83,0
1987,LAD,NL,162,635,675,0.309,0.371,0.252,,,73,0
1987,MIL,AL,162,862,817,0.346,0.428,0.276,,,91,0
1987,MIN,AL,162,786,806,0.328,0.43,0.261,,,85,1
1987,MON,NL,162,741,720,0.328,0.401,0.265,,,91,0
1987,NYM,NL,162,823,698,0.339,0.434,0.268,,,92,0
1987,NYY,AL,162,788,758,0.336,0.418,0.262,,,89,0
1987,OAK,AL,162,806,789,0.333,0.428,0.26,,,81,0
1987,PHI,NL,162,702,749,0.327,0.41,0.254,,,80,0
1987,PIT,NL,162,723,744,0.33,0.403,0.264,,,80,0
1987,SDP,NL,162,668,763,0.332,0.378,0.26,,,65,0
1987,SEA,AL,162,760,801,0.335,0.428,0.272,,,78,0
1987,SFG,NL,162,783,669,0.324,0.43,0.26,,,90,1
1987,STL,NL,162,798,693,0.34,0.378,0.263,,,95,1
1987,TEX,AL,162,823,849,0.333,0.43,0.266,,,75,0
1987,TOR,AL,162,845,655,0.336,0.446,0.269,,,96,0
1986,ATL,NL,161,615,719,0.319,0.381,0.25,,,72,0
1986,BAL,AL,162,708,760,0.327,0.395,0.258,,,73,0
1986,BOS,AL,161,794,696,0.346,0.415,0.271,,,95,1
1986,CAL,AL,162,786,684,0.338,0.404,0.255,,,92,1
1986,CHC,NL,160,680,781,0.318,0.398,0.256,,,70,0
1986,CHW,AL,162,644,699,0.31,0.363,0.247,,,72,0
1986,CIN,NL,162,732,717,0.325,0.387,0.254,,,86,0
1986,CLE,AL,163,831,841,0.337,0.43,0.284,,,84,0
1986,DET,AL,162,798,714,0.338,0.424,0.263,,,87,0
1986,HOU,NL,162,654,569,0.322,0.381,0.255,,,96,1
1986,KCR,AL,162,654,673,0.313,0.39,0.252,,,76,0
1986,LAD,NL,162,638,679,0.313,0.37,0.251,,,73,0
1986,MIL,AL,161,667,734,0.321,0.385,0.255,,,77,0
1986,MIN,AL,162,741,839,0.325,0.428,0.261,,,71,0
1986,MON,NL,161,637,688,0.322,0.379,0.254,,,78,0
1986,NYM,NL,162,783,578,0.339,0.401,0.263,,,108,1
1986,NYY,AL,162,797,738,0.347,0.43,0.271,,,90,0
1986,OAK,AL,162,731,760,0.322,0.39,0.252,,,76,0
1986,PHI,NL,161,739,713,0.327,0.4,0.253,,,86,0
1986,PIT,NL,162,663,700,0.321,0.374,0.25,,,64,0
1986,SDP,NL,162,656,723,0.321,0.388,0.261,,,74,0
1986,SEA,AL,162,718,835,0.326,0.399,0.253,,,67,0
1986,SFG,NL,162,698,618,0.322,0.375,0.253,,,83,0
1986,STL,NL,161,601,611,0.309,0.327,0.236,,,79,0
1986,TEX,AL,162,771,743,0.331,0.428,0.267,,,87,0
1986,TOR,AL,163,809,733,0.329,0.427,0.269,,,86,0
1985,ATL,NL,162,632,781,0.315,0.363,0.246,,,66,0
1985,BAL,AL,161,818,764,0.336,0.43,0.263,,,83,0
1985,BOS,AL,163,800,720,0.347,0.429,0.282,,,81,0
1985,CAL,AL,162,732,703,0.333,0.386,0.251,,,90,0
1985,CHC,NL,162,686,729,0.324,0.39,0.254,,,77,0
1985,CHW,AL,163,736,720,0.315,0.392,0.253,,,85,0
1985,CIN,NL,162,677,666,0.327,0.376,0.255,,,89,0
1985,CLE,AL,162,729,861,0.324,0.385,0.265,,,60,0
1985,DET,AL,161,729,688,0.318,0.424,0.253,,,84,0
1985,HOU,NL,162,706,691,0.319,0.388,0.261,,,83,0
1985,KCR,AL,162,687,639,0.313,0.401,0.252,,,91,1
1985,LAD,NL,162,682,579,0.328,0.382,0.261,,,95,1
1985,MIL,AL,161,690,802,0.319,0.379,0.263,,,71,0
1985,MIN,AL,162,705,782,0.326,0.407,0.264,,,77,0
1985,MON,NL,161,633,636,0.31,0.375,0.247,,,84,0
1985,NYM,NL,162,695,568,0.323,0.385,0.257,,,98,0
1985,NYY,AL,161,839,660,0.344,0.425,0.267,,,97,0
1985,OAK,AL,162,757,787,0.325,0.401,0.264,,,77,0
1985,PHI,NL,162,667,673,0.312,0.383,0.245,,,75,0
1985,PIT,NL,161,568,708,0.311,0.347,0.247,,,57,0
1985,SDP,NL,162,650,622,0.32,0.368,0.255,,,83,0
1985,SEA,AL,162,719,818,0.326,0.412,0.255,,,74,0
1985,SFG,NL,162,556,674,0.299,0.348,0.233,,,62,0
1985,STL,NL,162,747,572,0.335,0.379,0.264,,,101,1
1985,TEX,AL,161,617,785,0.322,0.381,0.253,,,62,0
1985,TOR,AL,161,759,588,0.331,0.425,0.269,,,99,1
1984,ATL,NL,162,632,655,0.317,0.361,0.247,,,80,0
1984,BAL,AL,162,681,667,0.328,0.391,0.252,,,85,0
1984,BOS,AL,162,810,764,0.341,0.441,0.283,,,86,0
1984,CAL,AL,162,696,697,0.319,0.381,0.249,,,81,0
1984,CHC,NL,161,762,658,0.331,0.397,0.26,,,96,1
1984,CHW,AL,162,679,736,0.314,0.395,0.247,,,74,0
1984,CIN,NL,162,627,747,0.313,0.356,0.244,,,70,0
1984,CLE,AL,163,761,766,0.335,0.384,0.265,,,75,0
1984,DET,AL,162,829,643,0.342,0.432,0.271,,,104,1
1984,HOU,NL,162,693,630,0.323,0.371,0.264,,,80,0
1984,KCR,AL,162,673,686,0.317,0.399,0.268,,,84,1
1984,LAD,NL,162,580,600,0.306,0.348,0.244,,,79,0
1984,MIL,AL,161,641,734,0.317,0.37,0.262,,,67,0
1984,MIN,AL,162,673,675,0.318,0.385,0.265,,,81,0
1984,MON,NL,161,593,585,0.312,0.362,0.251,,,78,0
1984,NYM,NL,162,652,676,0.32,0.369,0.257,,,90,0
1984,NYY,AL,162,758,679,0.339,0.404,0.276,,,87,0
1984,OAK,AL,162,738,796,0.327,0.404,0.259,,,77,0
1984,PHI,NL,162,720,690,0.333,0.407,0.266,,,81,0
1984,PIT,NL,162,615,567,0.31,0.363,0.255,,,75,0
1984,SDP,NL,162,686,634,0.317,0.371,0.259,,,92,1
1984,SEA,AL,162,682,774,0.324,0.384,0.258,,,74,0
1984,SFG,NL,162,682,807,0.328,0.375,0.265,,,66,0
1984,STL,NL,162,652,645,0.317,0.351,0.252,,,84,0
1984,TEX,AL,161,656,714,0.313,0.377,0.261,,,69,0
1984,TOR,AL,163,750,696,0.331,0.421,0.273,,,89,0
1983,ATL,NL,162,746,640,0.341,0.4,0.272,,,88,0
1983,BAL,AL,162,799,652,0.34,0.421,0.269,,,98,1
1983,BOS,AL,162,724,775,0.335,0.409,0.27,,,78,0
1983,CAL,AL,162,722,779,0.322,0.393,0.26,,,70,0
1983,CHC,NL,162,701,719,0.319,0.401,0.261,,,71,0
1983,CHW,AL,162,800,650,0.329,0.413,0.262,,,99,1
1983,CIN,NL,162,623,710,0.314,0.356,0.239,,,74,0
1983,CLE,AL,162,704,785,0.338,0.369,0.265,,,70,0
1983,DET,AL,162,789,679,0.335,0.427,0.274,,,92,0
1983,HOU,NL,162,643,646,0.32,0.375,0.257,,,85,0
1983,KCR,AL,163,696,767,0.32,0.397,0.271,,,79,0
1983,LAD,NL,163,654,609,0.318,0.379,0.25,,,91,1
1983,MIL,AL,162,764,708,0.333,0.418,0.277,,,87,0
1983,MIN,AL,162,709,822,0.319,0.401,0.261,,,70,0
1983,MON,NL,163,677,646,0.326,0.386,0.264,,,82,0
1983,NYM,NL,162,575,680,0.3,0.344,0.241,,,68,0
1983,NYY,AL,162,770,703,0.337,0.416,0.273,,,91,0
1983,OAK,AL,162,708,782,0.326,0.381,0.262,,,74,0
1983,PHI,NL,163,696,635,0.329,0.373,0.249,,,90,1
1983,PIT,NL,162,659,648,0.325,0.383,0.264,,,84,0
1983,SDP,NL,163,653,653,0.311,0.351,0.25,,,81,0
1983,SEA,AL,162,558,740,0.301,0.36,0.24,,,60,0
1983,SFG,NL,162,687,697,0.325,0.375,0.247,,,79,0
1983,STL,NL,162,679,710,0.335,0.384,0.27,,,79,0
1983,TEX,AL,163,639,609,0.31,0.366,0.255,,,77,0
1983,TOR,AL,162,795,726,0.338,0.436,0.277,,,89,0
1982,ATL,NL,162,739,702,0.325,0.383,0.256,,,89,1
1982,BAL,AL,163,774,687,0.341,0.419,0.266,,,94,0
1982,BOS,AL,162,753,713,0.34,0.407,0.274,,,89,0
1982,CAL,AL,162,814,670,0.347,0.433,0.274,,,93,1
1982,CHC,NL,162,676,709,0.317,0.375,0.26,,,73,0
1982,CHW,AL,162,786,710,0.337,0.413,0.273,,,87,0
1982,CIN,NL,162,545,661,0.31,0.35,0.251,,,61,0
1982,CLE,AL,162,683,748,0.341,0.373,0.262,,,78,0
1982,DET,AL,162,729,685,0.324,0.418,0.266,,,83,0
1982,HOU,NL,162,569,620,0.302,0.349,0.247,,,77,0
1982,KCR,AL,162,784,717,0.337,0.428,0.285,,,90,0
1982,LAD,NL,162,691,612,0.327,0.388,0.264,,,88,0
1982,MIL,AL,163,891,717,0.335,0.455,0.279,,,95,1
1982,MIN,AL,162,657,819,0.316,0.396,0.257,,,60,0
1982,MON,NL,162,697,616,0.325,0.396,0.262,,,86,0
1982,NYM,NL,162,609,723,0.305,0.35,0.247,,,65,0
1982,NYY,AL,162,709,716,0.328,0.398,0.256,,,79,0
1982,OAK,AL,162,691,819,0.309,0.367,0.236,,,68,0
1982,PHI,NL,162,664,654,0.323,0.376,0.26,,,89,0
1982,PIT,NL,162,724,696,0.327,0.408,0.273,,,84,0
1982,SDP,NL,162,675,658,0.311,0.359,0.257,,,81,0
1982,SEA,AL,162,651,712,0.311,0.381,0.254,,,76,0
1982,SFG,NL,162,673,687,0.327,0.376,0.253,,,87,0
1982,STL,NL,162,685,609,0.334,0.364,0.264,,,92,1
1982,TEX,AL,162,590,749,0.308,0.359,0.249,,,64,0
1982,TOR,AL,162,651,701,0.314,0.383,0.262,,,78,0
1980,ATL,NL,161,630,660,0.307,0.38,0.25,,,81,0
1980,BAL,AL,162,805,640,0.342,0.413,0.273,,,100,0
1980,BOS,AL,160,757,767,0.34,0.436,0.283,,,83,0
1980,CAL,AL,160,698,797,0.332,0.378,0.265,,,65,0
1980,CHC,NL,162,614,728,0.309,0.365,0.251,,,64,0
1980,CHW,AL,162,587,722,0.311,0.37,0.259,,,70,0
1980,CIN,NL,163,707,670,0.327,0.386,0.262,,,89,0
1980,CLE,AL,160,738,807,0.35,0.381,0.277,,,79,0
1980,DET,AL,163,830,757,0.348,0.409,0.273,,,84,0
1980,HOU,NL,163,637,589,0.326,0.367,0.261,,,93,1
1980,KCR,AL,162,809,694,0.345,0.413,0.286,,,97,1
1980,LAD,NL,163,663,591,0.323,0.388,0.263,,,92,0
1980,MIL,AL,162,811,682,0.329,0.448,0.275,,,86,0
1980,MIN,AL,161,670,724,0.319,0.381,0.265,,,77,0
1980,MON,NL,162,694,629,0.324,0.388,0.257,,,90,0
1980,NYM,NL,162,611,702,0.319,0.345,0.257,,,67,0
1980,NYY,AL,162,820,662,0.343,0.425,0.267,,,103,1
1980,OAK,AL,162,686,642,0.322,0.385,0.259,,,83,0
1980,PHI,NL,162,728,639,0.327,0.4,0.27,,,91,1
1980,PIT,NL,162,666,646,0.322,0.388,0.266,,,83,0
1980,SDP,NL,163,591,654,0.324,0.342,0.255,,,73,0
1980,SEA,AL,163,610,793,0.308,0.356,0.248,,,59,0
1980,SFG,NL,161,573,634,0.308,0.342,0.244,,,75,0
1980,STL,NL,162,738,710,0.328,0.4,0.275,,,74,0
1980,TEX,AL,163,756,752,0.339,0.405,0.284,,,76,0
1980,TOR,AL,162,624,762,0.309,0.383,0.251,,,67,0
1979,ATL,NL,160,669,763,0.318,0.377,0.256,,,66,0
1979,BAL,AL,159,757,582,0.336,0.419,0.261,,,102,1
1979,BOS,AL,160,841,711,0.344,0.456,0.283,,,91,0
1979,CAL,AL,162,866,768,0.351,0.429,0.282,,,88,1
1979,CHC,NL,162,706,707,0.329,0.403,0.269,,,80,0
1979,CHW,AL,160,730,748,0.333,0.41,0.275,,,73,0
1979,CIN,NL,161,731,644,0.338,0.396,0.264,,,90,1
1979,CLE,AL,161,760,805,0.34,0.384,0.258,,,81,0
1979,DET,AL,161,770,738,0.339,0.415,0.269,,,84,0
1979,HOU,NL,162,583,582,0.315,0.344,0.256,,,89,0
1979,KCR,AL,162,851,816,0.343,0.422,0.282,,,85,0
1979,LAD,NL,162,739,717,0.331,0.412,0.263,,,79,0
1979,MIL,AL,161,807,722,0.345,0.448,0.28,,,95,0
1979,MIN,AL,162,764,725,0.341,0.402,0.278,,,82,0
1979,MON,NL,160,701,581,0.319,0.408,0.264,,,95,0
1979,NYM,NL,163,593,706,0.313,0.35,0.25,,,63,0
1979,NYY,AL,160,734,672,0.328,0.406,0.266,,,89,0
1979,OAK,AL,162,573,860,0.302,0.346,0.239,,,54,0
1979,PHI,NL,163,683,718,0.34,0.396,0.266,,,84,0
1979,PIT,NL,163,775,643,0.33,0.416,0.272,,,98,1
1979,SDP,NL,161,603,681,0.311,0.348,0.242,,,68,0
1979,SEA,AL,162,711,820,0.331,0.404,0.269,,,67,0
1979,SFG,NL,162,672,751,0.319,0.365,0.246,,,71,0
1979,STL,NL,163,731,693,0.331,0.401,0.278,,,86,0
1979,TEX,AL,162,750,698,0.334,0.409,0.278,,,83,0
1979,TOR,AL,162,613,862,0.311,0.363,0.251,,,53,0
1978,ATL,NL,162,600,750,0.315,0.363,0.244,,,69,0
